,name,image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
37,3626b30ca1ebf674.jpg,/Zebra/3626b30ca1ebf674.jpg,492,1024,"[[200.20516967773438, 218.8771514892578, 275.6819763183594, 282.97576904296875], [881.634765625, 205.36758422851562, 962.1375122070312, 273.69744873046875], [75.98841857910156, 213.2726593017578, 159.49252319335938, 286.107421875], [480.62188720703125, 213.9582061767578, 518.1658325195312, 284.13409423828125], [364.1085510253906, 223.4918975830078, 444.79730224609375, 283.19952392578125], [715.5933837890625, 217.1591796875, 774.603515625, 277.5502014160156], [153.8263397216797, 220.3564453125, 221.6407470703125, 279.9408264160156], [15.595288276672363, 226.1521453857422, 53.22780227661133, 276.2289123535156], [317.2310485839844, 219.58389282226562, 399.0731506347656, 275.7764587402344], [785.72998046875, 214.1025848388672, 867.6051635742188, 276.6731872558594], [426.4740295410156, 212.4953155517578, 516.3728637695312, 282.205078125], [458.21649169921875, 213.15234375, 517.18310546875, 283.8002014160156], [581.4990234375, 221.23828125, 611.2857666015625, 282.4429626464844], [602.6980590820312, 223.9526824951172, 653.7941284179688, 282.3844299316406], [672.1337890625, 220.37930297851562, 718.359375, 278.30255126953125], [155.6605987548828, 229.22314453125, 209.91421508789062, 280.2891540527344], [674.3906860351562, 219.61181640625, 737.5357666015625, 278.2728576660156], [655.6292114257812, 222.2239227294922, 712.2131958007812, 282.6766662597656], [553.4986572265625, 221.09854125976562, 589.4473876953125, 280.6239318847656]]","[[0.19551286101341248, 0.44487225912450773, 0.2692206799983978, 0.5751540021198552], [0.8609714508056641, 0.41741378908234883, 0.939587414264679, 0.5562956275009527], [0.07420744001865387, 0.4334810148409712, 0.15575441718101501, 0.581519150152439], [0.46935731172561646, 0.43487440279828826, 0.5060213208198547, 0.5775083216225229], [0.35557475686073303, 0.45425182435570693, 0.4343723654747009, 0.5756087884670351], [0.6988216638565063, 0.44138044651930897, 0.7564487457275391, 0.5641264256423082], [0.15022103488445282, 0.4478789538871951, 0.21644604206085205, 0.5689854195447472], [0.015229773707687855, 0.4596588320848418, 0.05198027566075325, 0.5614408787673082], [0.30979594588279724, 0.44630872524850734, 0.3897198736667633, 0.5605212576021024], [0.7673144340515137, 0.4351678553635512, 0.847270667552948, 0.5623438765362996], [0.41647854447364807, 0.43190104786942646, 0.5042703747749329, 0.5735875571646342], [0.4474770426750183, 0.43323647103658536, 0.5050616264343262, 0.5768296776748285], [0.5678701400756836, 0.4496713033536585, 0.5969587564468384, 0.5740710622896024], [0.5885723233222961, 0.4551883790551162, 0.6384708285331726, 0.5739520933569932], [0.6563806533813477, 0.4479254125579586, 0.7015228271484375, 0.5656555920112424], [0.15201230347156525, 0.4659007002667683, 0.2049943506717682, 0.569693402546208], [0.6585846543312073, 0.4463654805005081, 0.7202497720718384, 0.5655952391585684], [0.6402629017829895, 0.45167463969408983, 0.6955206990242004, 0.5745460696336699], [0.5405260324478149, 0.44938727898326347, 0.5756322145462036, 0.5703738452942391]]","[[0.0, 211.406496, 275.2, 282.515748], [312.32, 213.968832, 522.24, 283.796916], [523.52, 208.843668, 868.48, 283.796916], [878.72, 205.640748, 963.2, 274.187664]]",<class 'list'>,"[[0.0, 0.429688, 0.26875, 0.5742189999999999], [0.305, 0.434896, 0.51, 0.576823], [0.51125, 0.424479, 0.848125, 0.576823], [0.858125, 0.417969, 0.940625, 0.557292]]","[[0.8337971352282654, 0.20683423201757872, 0.845031183185096, 0.527725204853567, 0.6239504459858792, 0.319992690821132, 0.8231748743212358, 0.786622437898736, 0.6733077000734976, 0.2686062267951391, 0.5653799117435045, 0.5433757556484953, 0.43272885060412164, 0.40785554947521463, 0.35357324997511713, 0.8003959265511429, 0.3488790152681246, 0.3652554014849588, 0.454492279891026], [0.7266704874687689, 0.38783623174470566, 0.590153916795398, 0.8598441492589171, 0.8791408716691951, 0.5510591379503033, 0.6594371684137222, 0.48546948310119775, 0.8744516757142001, 0.47667936436644376, 0.8980478550009481, 0.8765410433815026, 0.7187757557532317, 0.6783085943328504, 0.6000379714335218, 0.6430283113279319, 0.5913894575023443, 0.6164107556446994, 0.7497041550273393], [0.4515205488669609, 0.6764490285793113, 0.36028261939448936, 0.7148606931885987, 0.6035480293658865, 0.7707989680398915, 0.406417096668519, 0.2854593963101405, 0.5545613296429006, 0.7901780292555388, 0.6876272372160023, 0.7043854356333794, 0.7511048583928421, 0.7624524121488153, 0.7582971144164075, 0.39531477411746163, 0.7713186818947744, 0.7691581654460896, 0.7532035594376942], [0.22985086688759096, 0.9950574149520923, 0.15626254242104018, 0.43014045045814064, 0.3516766352807997, 0.7067898571757717, 0.19571545013067382, 0.09838226742570957, 0.3199331322912046, 0.8279003692533764, 0.4159827054638462, 0.42387793414913333, 0.5205519696780224, 0.5556115453314542, 0.638282697708035, 0.18768779235009267, 0.6542920122205704, 0.620370701002309, 0.4972264252437521]]","[0.845031183185096, 0.8980478550009481, 0.7901780292555388, 0.9950574149520923]",4,0.8820786205984188
38,2fac3f4c36619c8e.jpg,/Zebra/2fac3f4c36619c8e.jpg,683,1024,"[[0.0, 37.73554611206055, 1020.6096801757812, 675.7523193359375]]","[[0.0, 0.05524970148178704, 0.9966891407966614, 0.9893884616924414]]","[[0.0, 0.0, 1023.36, 682.3600289999999]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.9990629999999999]]",[[0.9662229434844162]],[0.9662229434844162],1,0.9662229434844162
39,138b1671ac82b2dc.jpg,/Zebra/138b1671ac82b2dc.jpg,768,1024,"[[618.4122924804688, 417.49871826171875, 801.0579833984375, 582.7806396484375], [739.280517578125, 325.70489501953125, 901.7234497070312, 420.15118408203125], [431.5267639160156, 420.86651611328125, 635.8466796875, 593.37255859375], [168.3163604736328, 441.1029357910156, 441.13677978515625, 615.9200439453125], [115.1322021484375, 436.0804748535156, 240.20663452148438, 634.0402221679688], [324.71051025390625, 401.75390625, 414.35552978515625, 451.4955139160156], [324.7085876464844, 401.17596435546875, 541.91455078125, 590.0982666015625]]","[[0.6039182543754578, 0.5436181227366129, 0.7822831869125366, 0.7588289578755697], [0.7219536304473877, 0.42409491539001465, 0.8805893063545227, 0.5470718542734782], [0.421412855386734, 0.5480032761891683, 0.6209440231323242, 0.7726205190022787], [0.16437144577503204, 0.5743527809778849, 0.43079763650894165, 0.8019792238871256], [0.1124337911605835, 0.5678131182988485, 0.23457679152488708, 0.825573205947876], [0.3171001076698303, 0.5231170654296875, 0.40464407205581665, 0.587884783744812], [0.3170982301235199, 0.5223645369211832, 0.5292134284973145, 0.7683571179707845]]","[[112.0, 399.99974399999996, 807.999488, 636.999936], [769.999872, 320.00025600000004, 901.000192, 418.00012799999996]]",<class 'list'>,"[[0.109375, 0.520833, 0.789062, 0.829427], [0.751953, 0.41666700000000007, 0.879883, 0.544271]]","[[0.6514756039181848, 0.4555279574936332, 0.6683110182027849, 0.7073149415151526, 0.6421148713960682, 0.5268274706384514, 0.6871096809282796], [0.6163272204550956, 0.9648574828267578, 0.46171309548398676, 0.3036823929600896, 0.21304944532213585, 0.377974349470128, 0.3995696209641133]]","[0.7073149415151526, 0.9648574828267578]",2,0.8360862121709551
40,40aa3d5297033c0e.jpg,/Zebra/40aa3d5297033c0e.jpg,683,1024,"[[21.119726181030273, 0.4912353456020355, 1009.4967651367188, 679.7970581054688]]","[[0.020624732598662376, 0.000719231838363156, 0.9858366847038269, 0.9953104803886804]]","[[0.0, 0.0, 931.84, 682.3593460000001], [0.0, 3.20327, 933.12, 680.437384]]",<class 'list'>,"[[0.0, 0.0, 0.91, 0.9990620000000001], [0.0, 0.00469, 0.91125, 0.9962479999999999]]","[[0.949378593952658], [0.9497494318135768]]","[0.949378593952658, 0.9497494318135768]",2,0.9495640128831174
41,7fc0257fe0231883.jpg,/Zebra/7fc0257fe0231883.jpg,766,1024,"[[1.6640625, 0.0, 1020.5885009765625, 765.0353393554688]]","[[0.00162506103515625, 0.0, 0.9966684579849243, 0.9987406519000898]]","[[0.0, 0.6396099999999999, 1022.72, 765.3603899999999]]",<class 'list'>,"[[0.0, 0.0008349999999999999, 0.99875, 0.999165]]",[[0.9975175432196239]],[0.9975175432196239],1,0.997517543219624
42,7ca32ee1fd57ef71.jpg,/Zebra/7ca32ee1fd57ef71.jpg,1024,683,"[[58.34318923950195, 0.0, 683.0, 984.5870971679688]]","[[0.08542194617789452, 0.0, 1.0, 0.9615108370780945]]","[[88.418448, 0.0, 682.3593460000001, 959.36]]",<class 'list'>,"[[0.129456, 0.0, 0.9990620000000001, 0.936875]]",[[0.9642461164554265]],[0.9642461164554265],1,0.9642461164554263
43,83fa98d28e6dcd9b.jpg,/Zebra/83fa98d28e6dcd9b.jpg,681,1024,"[[0.8714843988418579, 26.9439697265625, 1022.4466552734375, 681.0]]","[[0.0008510589832440019, 0.03956530062637665, 0.9984830617904663, 1.0]]","[[0.0, 0.0, 1023.36, 680.35986]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.9990600000000001]]",[[0.9788936354201172]],[0.9788936354201172],1,0.9788936354201172
44,d390bb0968ba26d6.jpg,/Zebra/d390bb0968ba26d6.jpg,768,1024,"[[339.56573486328125, 93.40946960449219, 891.8811645507812, 764.1876220703125]]","[[0.3316071629524231, 0.12162691354751587, 0.8709776997566223, 0.9950359662373861]]","[[342.4, 97.92, 880.64, 767.360256]]",<class 'list'>,"[[0.334375, 0.1275, 0.86, 0.999167]]",[[0.9858093105633975]],[0.9858093105633975],1,0.9858093105633976
45,8d3e0003d76c5c23.jpg,/Zebra/8d3e0003d76c5c23.jpg,683,1024,"[[35.957618713378906, 53.76220703125, 998.1939697265625, 674.25830078125]]","[[0.03511486202478409, 0.07871479799597364, 0.9747987985610962, 0.987201026034041]]","[[32.64, 64.071547, 1023.36, 681.718692]]",<class 'list'>,"[[0.031875, 0.09380899999999999, 0.999375, 0.998124]]",[[0.9726072142082792]],[0.9726072142082792],1,0.9726072142082792
46,2442d5199bdca262.jpg,/Zebra/2442d5199bdca262.jpg,763,1024,"[[127.0938491821289, 160.4677734375, 963.9119873046875, 687.14013671875]]","[[0.12411508709192276, 0.21031162966906947, 0.9413203001022339, 0.9005768502211664]]","[[181.76, 158.10504500000002, 932.48, 706.031368]]",<class 'list'>,"[[0.1775, 0.207215, 0.910625, 0.925336]]",[[0.9389726292849375]],[0.9389726292849375],1,0.9389726292849376
47,0dc47f2761fdcf89.jpg,/Zebra/0dc47f2761fdcf89.jpg,683,1024,"[[839.8767700195312, 507.04815673828125, 958.8435668945312, 604.5582885742188], [666.2315063476562, 512.9979248046875, 780.5840454101562, 601.3606567382812], [34.304420471191406, 279.1705017089844, 86.9397964477539, 305.3564453125]]","[[0.8201921582221985, 0.742383831241993, 0.9363706707954407, 0.885151227780701], [0.6506167054176331, 0.7510950582791911, 0.7622891068458557, 0.8804694827793283], [0.03350041061639786, 0.40874158376132413, 0.08490214496850967, 0.44708117908125916]]","[[516.48, 506.163104, 562.56, 538.198536], [579.84, 506.163104, 625.92, 540.761835], [665.6, 511.92967300000004, 776.32, 605.4740360000001], [843.52, 511.92967300000004, 962.56, 606.11469]]",<class 'list'>,"[[0.504375, 0.741088, 0.549375, 0.787992], [0.56625, 0.741088, 0.61125, 0.791745], [0.65, 0.7495310000000001, 0.758125, 0.8864920000000001], [0.82375, 0.7495310000000001, 0.94, 0.8874299999999999]]","[[0.47441724267793045, 0.6573975313067504, 0.2307861705891186], [0.537854711161371, 0.7384557616325174, 0.20080512301328693], [0.7244381677018092, 0.9890825354219325, 0.14811054233398746], [0.9854288512437265, 0.723172090002014, 0.08357325736861344]]","[0.6573975313067504, 0.7384557616325174, 0.9890825354219325, 0.9854288512437265]",4,0.8425911699012316
48,646c086c90386dcc.jpg,/Zebra/646c086c90386dcc.jpg,683,1024,"[[139.60018920898438, 74.44384765625, 1019.4480590820312, 673.6331787109375]]","[[0.1363283097743988, 0.1089953845625915, 0.9955547451972961, 0.9862857667802891]]","[[154.88, 65.352855, 1023.36, 682.3593460000001]]",<class 'list'>,"[[0.15125, 0.095685, 0.999375, 0.9990620000000001]]",[[0.9764797878639027]],[0.9764797878639027],1,0.9764797878639028
49,424eebbb130f27ba.jpg,/Zebra/424eebbb130f27ba.jpg,1024,1024,"[[3.858691453933716, 14.498437881469727, 1024.0, 1023.1767578125]]","[[0.0037682533729821444, 0.01415863074362278, 1.0, 0.9991960525512695]]","[[0.0, 0.0, 1023.284224, 1023.284224]]",<class 'list'>,"[[0.0, 0.0, 0.999301, 0.999301]]",[[0.9906504962288261]],[0.9906504962288261],1,0.990650496228826
50,22a1896e4c211276.jpg,/Zebra/22a1896e4c211276.jpg,678,1024,"[[661.4525146484375, 182.82455444335938, 794.1058349609375, 364.0945739746094], [125.63603210449219, 179.24832153320312, 209.3980712890625, 294.3018493652344], [484.0277404785156, 186.22665405273438, 577.0593872070312, 279.87353515625]]","[[0.6459497213363647, 0.26965273516719673, 0.7754939794540405, 0.5370126459802498], [0.12269143760204315, 0.2643780553587067, 0.2044903039932251, 0.4340735241375138], [0.4726833403110504, 0.2746705811987233, 0.5635345578193665, 0.41279282471423306]]","[[128.799744, 183.09186599999998, 208.799744, 296.625], [487.999488, 203.880024, 575.200256, 279.035646], [659.9997440000001, 186.289992, 792.800256, 362.985606]]",<class 'list'>,"[[0.125781, 0.270047, 0.203906, 0.4375], [0.476562, 0.300708, 0.561719, 0.411557], [0.6445310000000001, 0.274764, 0.774219, 0.535377]]","[[0.3194938253199712, 0.9888868921704902, 0.49894482614940927], [0.6280665063982299, 0.486474115452532, 0.9709417427143484], [0.9923139351790107, 0.3181705943212331, 0.6456801059659169]]","[0.9888868921704902, 0.9709417427143484, 0.9923139351790107]",3,0.9840475233546164
51,cd2936244741d3e0.jpg,/Zebra/cd2936244741d3e0.jpg,768,1024,"[[742.3624877929688, 178.0325164794922, 998.8033447265625, 431.029296875], [259.26165771484375, 250.80685424804688, 732.7466430664062, 645.25], [225.9849090576172, 87.2984848022461, 737.097900390625, 665.503173828125]]","[[0.724963366985321, 0.23181317249933878, 0.9753938913345337, 0.5612360636393229], [0.2531852126121521, 0.32657142480214435, 0.7155728936195374, 0.8401692708333334], [0.22068838775157928, 0.11366990208625793, 0.7198221683502197, 0.8665405909220377]]","[[740.799488, 182.39999999999998, 995.999744, 435.99974399999996]]",<class 'list'>,"[[0.723437, 0.23749999999999996, 0.972656, 0.567708]]","[[0.9875389266437937, 0.46575786602280383, 0.4471493494485354]]",[0.9875389266437937],1,0.9875389266437936
52,041d85a729ed9d57.jpg,/Zebra/041d85a729ed9d57.jpg,683,1024,"[[621.8738403320312, 279.19500732421875, 913.3509521484375, 567.4920654296875], [230.9335479736328, 182.7817840576172, 611.000732421875, 472.355224609375]]","[[0.6072986721992493, 0.40877746313941254, 0.8919442892074585, 0.8308815013611823], [0.2255210429430008, 0.2676160820755742, 0.5966804027557373, 0.6915889086520863]]","[[231.68, 182.603465, 613.76, 477.330942], [620.16, 278.06910700000003, 917.12, 567.030698]]",<class 'list'>,"[[0.22625, 0.267355, 0.599375, 0.698874], [0.605625, 0.407129, 0.895625, 0.830206]]","[[0.5093661862365563, 0.992252531927238], [0.9942257672799761, 0.5060926914609308]]","[0.992252531927238, 0.9942257672799761]",2,0.993239149603607
53,563de7a5fbd82a80.jpg,/Zebra/563de7a5fbd82a80.jpg,768,1024,"[[188.7265625, 191.2626953125, 867.9747314453125, 648.4826049804688]]","[[0.18430328369140625, 0.24903996785481772, 0.847631573677063, 0.844378391901652]]","[[209.92, 186.24, 888.32, 658.5600000000001]]",<class 'list'>,"[[0.205, 0.24250000000000002, 0.8675, 0.8575]]",[[0.9641633238002983]],[0.9641633238002983],1,0.9641633238002985
54,326739efc4e8403c.jpg,/Zebra/326739efc4e8403c.jpg,683,1024,"[[236.193603515625, 132.1275177001953, 747.7176513671875, 486.2154235839844]]","[[0.23065781593322754, 0.19345170966353634, 0.730193018913269, 0.7118820257452187]]","[[243.2, 127.50175699999998, 750.08, 497.193265], [243.2, 137.753587, 752.64, 493.348658]]",<class 'list'>,"[[0.2375, 0.18667899999999998, 0.7325, 0.727955], [0.2375, 0.201689, 0.735, 0.722326]]","[[0.9792418865142763], [0.9801792883763529]]","[0.9792418865142763, 0.9801792883763529]",2,0.9797105874453148
55,1fcfc4881860c925.jpg,/Zebra/1fcfc4881860c925.jpg,634,1024,"[[227.57571411132812, 147.5146484375, 873.4342651367188, 490.0966796875]]","[[0.22224190831184387, 0.23267294706230285, 0.8529631495475769, 0.7730231540812302]]","[[231.19974399999998, 151.903864, 867.2, 492.489298]]",<class 'list'>,"[[0.22578099999999998, 0.239596, 0.846875, 0.7767970000000001]]",[[0.9872239844319606]],[0.9872239844319606],1,0.9872239844319606
56,da16b12271a0f38b.jpg,/Zebra/da16b12271a0f38b.jpg,769,1024,"[[309.08050537109375, 33.950096130371094, 756.5394287109375, 769.0]]","[[0.30183643102645874, 0.04414836948032652, 0.7388080358505249, 1.0]]","[[308.866048, 29.478077, 762.553344, 767.718077]]",<class 'list'>,"[[0.301627, 0.038333, 0.744681, 0.998333]]",[[0.991990392457442]],[0.991990392457442],1,0.991990392457442
57,b676737743d33ddc.jpg,/Zebra/b676737743d33ddc.jpg,361,1024,"[[157.9944305419922, 95.1468734741211, 409.9767150878906, 252.595703125]]","[[0.15429143607616425, 0.2635647464657094, 0.4003678858280182, 0.6997110889889196]]","[[152.19609599999998, 96.907923, 411.521024, 253.73570899999999]]",<class 'list'>,"[[0.14862899999999998, 0.268443, 0.401876, 0.702869]]",[[0.9887461743608873]],[0.9887461743608873],1,0.9887461743608872
58,3ee511c4ef7b1d0c.jpg,/Zebra/3ee511c4ef7b1d0c.jpg,768,1024,"[[0.0, 50.115623474121094, 1022.4635009765625, 759.59814453125]]","[[0.0, 0.06525471806526184, 0.9984995126724243, 0.9890600840250651]]","[[0.0, 59.519999999999996, 1022.72, 767.360256]]",<class 'list'>,"[[0.0, 0.0775, 0.99875, 0.999167]]",[[0.9883188901806679]],[0.9883188901806679],1,0.988318890180668
59,f65b1055295737d6.jpg,/Zebra/f65b1055295737d6.jpg,680,1024,"[[480.259521484375, 235.47549438476562, 781.7816772460938, 631.42919921875], [159.76145935058594, 173.138671875, 547.9306030273438, 638.52490234375]]","[[0.46900343894958496, 0.3462874917423024, 0.7634586691856384, 0.9285723517922794], [0.15601705014705658, 0.25461569393382355, 0.5350884795188904, 0.9390072093290441]]","[[150.4, 172.88116, 785.92, 630.6966000000001]]",<class 'list'>,"[[0.146875, 0.254237, 0.7675, 0.9274950000000002]]","[[0.7544095318610157, 0.8458058864733857]]",[0.8458058864733857],1,0.8458058864733857
60,0c6259ae16bf8cc8.jpg,/Zebra/0c6259ae16bf8cc8.jpg,682,1024,"[[301.4161376953125, 164.1611328125, 760.3059692382812, 542.0104370117188], [0.05712890625, 236.13766479492188, 126.11973571777344, 433.84588623046875], [146.04183959960938, 242.6256866455078, 331.0732421875, 449.72119140625], [475.4037170410156, 206.1986846923828, 765.4962768554688, 457.498291015625], [520.2125244140625, 212.6436309814453, 769.1650390625, 422.05535888671875]]","[[0.2943516969680786, 0.24070547333211142, 0.742486298084259, 0.794736711160878], [5.5789947509765625e-05, 0.3462429102564837, 0.12316380441188812, 0.6361376630945289], [0.14261898398399353, 0.35575613877640444, 0.32331371307373047, 0.6594152366660557], [0.4642614424228668, 0.3023441124521742, 0.7475549578666687, 0.6708186085273093], [0.5080200433731079, 0.31179418032469985, 0.7511377334594727, 0.6188494998338985]]","[[301.176832, 162.97413, 759.172096, 537.710624]]",<class 'list'>,"[[0.294118, 0.238965, 0.741379, 0.788432]]","[[0.9939092359785029, 0.4078819542808833, 0.5498884945006292, 0.7764342198973778, 0.714810642898964]]",[0.9939092359785029],1,0.9939092359785028
61,bb477cdec069ab9d.jpg,/Zebra/bb477cdec069ab9d.jpg,683,1024,"[[552.9703369140625, 0.0, 1024.0, 527.7410278320312]]","[[0.5400100946426392, 0.0, 1.0, 0.772680860661832]]","[[556.16, 0.0, 1023.36, 535.6359199999999]]",<class 'list'>,"[[0.543125, 0.0, 0.999375, 0.7842399999999999]]",[[0.9909929775898136]],[0.9909929775898136],1,0.9909929775898136
62,4478df203f606f44.jpg,/Zebra/4478df203f606f44.jpg,768,1024,"[[110.531005859375, 116.2569351196289, 405.39788818359375, 676.9515380859375], [398.3319396972656, 148.97061157226562, 822.1986083984375, 691.8994140625]]","[[0.1079404354095459, 0.15137621760368347, 0.39589637517929077, 0.8814473152160645], [0.38899603486061096, 0.19397215048472086, 0.8029283285140991, 0.9009106953938802]]","[[117.12, 110.720256, 399.36, 678.399744], [397.44, 126.72, 853.76, 699.519744]]",<class 'list'>,"[[0.114375, 0.14416700000000002, 0.39, 0.883333], [0.388125, 0.165, 0.83375, 0.9108329999999999]]","[[0.9852958975056408, 0.5750012289013108], [0.572343227168346, 0.9562867771473514]]","[0.9852958975056408, 0.9562867771473514]",2,0.970791337326496
63,5b4c8d273bd8cf82.jpg,/Zebra/5b4c8d273bd8cf82.jpg,680,1024,"[[505.6453552246094, 170.42276000976562, 788.0336303710938, 580.6121215820312], [473.35577392578125, 262.9154357910156, 637.0274658203125, 584.09375]]","[[0.4937942922115326, 0.2506217058967142, 0.7695640921592712, 0.853841355267693], [0.46226149797439575, 0.38664034675149356, 0.6220971345901489, 0.8589613970588236]]","[[468.48, 171.43956, 785.92, 584.68508]]",<class 'list'>,"[[0.4575, 0.252117, 0.7675, 0.859831]]","[[0.9662800169761601, 0.8108095973423516]]",[0.9662800169761601],1,0.96628001697616
64,97cc5c9a3970b37d.jpg,/Zebra/97cc5c9a3970b37d.jpg,1024,683,"[[95.05976867675781, 97.7587890625, 494.02880859375, 950.3631591796875]]","[[0.13917974916069958, 0.09546756744384766, 0.723321828102123, 0.9280890226364136]]","[[85.21449500000001, 100.48, 554.216935, 926.08]]",<class 'list'>,"[[0.12476500000000001, 0.098125, 0.8114450000000001, 0.904375]]",[[0.9265025504141102]],[0.9265025504141102],1,0.9265025504141102
65,51b7cfde9cae12e3.jpg,/Zebra/51b7cfde9cae12e3.jpg,768,1024,"[[49.23945236206055, 107.28926086425781, 905.9183349609375, 756.5513916015625], [28.598438262939453, 224.94406127929688, 761.8604736328125, 757.34619140625]]","[[0.04808540269732475, 0.13969955841700235, 0.8846858739852905, 0.9850929578145345], [0.02792816236615181, 0.2928959131240845, 0.7440043687820435, 0.9861278533935547]]","[[0.0, 116.480256, 884.48, 767.360256]]",<class 'list'>,"[[0.0, 0.151667, 0.86375, 0.999167]]","[[0.9501218132898263, 0.8438804357809033]]",[0.9501218132898263],1,0.9501218132898264
66,70446cc8c81df31d.jpg,/Zebra/70446cc8c81df31d.jpg,960,768,[],[],"[[216.16896, 118.8, 626.289408, 959.4]]",<class 'list'>,"[[0.28147, 0.12375, 0.815481, 0.999375]]",[[]],[0],1,0.0
67,24a1e14a689d5054.jpg,/Zebra/24a1e14a689d5054.jpg,683,1024,"[[145.80007934570312, 224.1326141357422, 295.08197021484375, 553.6950073242188], [678.0372924804688, 197.09756469726562, 861.0841674804688, 435.49249267578125]]","[[0.1423828899860382, 0.3281590250889344, 0.28816598653793335, 0.8106808306357522], [0.6621457934379578, 0.2885762294249863, 0.8409025073051453, 0.6376171195838671]]","[[675.84, 214.63889700000001, 860.8, 444.01420199999995]]",<class 'list'>,"[[0.66, 0.314259, 0.840625, 0.650094]]","[[0.33957773985132766, 0.9700134879473558]]",[0.9700134879473558],1,0.9700134879473558
68,b61fde3e1f5f77cb.jpg,/Zebra/b61fde3e1f5f77cb.jpg,683,1024,"[[307.15679931640625, 10.620702743530273, 1024.0, 682.4735107421875], [18.694189071655273, 81.15673828125, 451.3246154785156, 673.4671630859375], [734.6339111328125, 51.648582458496094, 1024.0, 329.48211669921875], [0.03187255933880806, 3.2833251953125, 133.8596649169922, 675.1063232421875], [435.287109375, 12.29150390625, 1024.0, 330.6904296875], [0.0, 3.0103516578674316, 128.7902374267578, 341.5771484375]]","[[0.299957811832428, 0.015550077223323973, 1.0, 0.999229151891929], [0.018256044015288353, 0.1188239213488287, 0.4407466948032379, 0.9860426985152818], [0.7174159288406372, 0.07562017929501624, 1.0, 0.4824042704234535], [3.1125546229304746e-05, 0.004807211120516105, 0.13072232902050018, 0.9884426401788983], [0.42508506774902344, 0.01799634539714495, 1.0, 0.4841733963213763], [0.0, 0.004407542690874717, 0.12577171623706818, 0.5001129552525623]]","[[0.0, 0.0, 1023.36, 682.3593460000001]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.9990620000000001]]","[[0.8430411074909399, 0.6645445575481589, 0.45111322636160445, 0.5611582455582043, 0.5773658004687156, 0.4212848847139988]]",[0.8430411074909399],1,0.8430411074909399
69,61e4828f20c949da.jpg,/Zebra/61e4828f20c949da.jpg,768,1024,[],[],"[[0.0, 66.560256, 1022.72, 697.599744]]",<class 'list'>,"[[0.0, 0.086667, 0.99875, 0.908333]]",[[]],[0],1,0.0
70,12270f538fcb72d2.jpg,/Zebra/12270f538fcb72d2.jpg,687,1024,"[[323.62060546875, 0.2701416015625, 1024.0, 675.2015380859375]]","[[0.31603574752807617, 0.0003932192162481805, 1.0, 0.9828261107510007]]","[[230.4, 0.0, 1023.36, 686.360403]]",<class 'list'>,"[[0.225, 0.0, 0.999375, 0.999069]]",[[0.9404707131507352]],[0.9404707131507352],1,0.9404707131507352
71,ede7c8f72293df74.jpg,/Zebra/ede7c8f72293df74.jpg,1024,683,"[[110.2753677368164, 0.0, 683.0, 1001.0715942382812]]","[[0.16145734661320119, 0.0, 1.0, 0.9776089787483215]]","[[128.783065, 0.0, 682.3593460000001, 966.4]]",<class 'list'>,"[[0.188555, 0.0, 0.9990620000000001, 0.94375]]",[[0.9678910626816409]],[0.9678910626816409],1,0.9678910626816408
72,1a8105365e4c9ffd.jpg,/Zebra/1a8105365e4c9ffd.jpg,684,1024,"[[0.8042968511581421, 0.30908203125, 1017.021484375, 678.4415283203125]]","[[0.0007854461437091231, 0.00045187431469298245, 0.9931850433349609, 0.9918735794156616]]","[[0.0, 0.0, 1022.0001279999999, 681.999984]]",<class 'list'>,"[[0.0, 0.0, 0.9980469999999999, 0.9970760000000001]]",[[0.994350254288173]],[0.994350254288173],1,0.994350254288173
73,0752a8ba214ae2dd.jpg,/Zebra/0752a8ba214ae2dd.jpg,681,1024,"[[7.121923923492432, 0.510546863079071, 597.4131469726562, 666.0197143554688], [478.69268798828125, 0.13681641221046448, 1015.4202270507812, 567.5413818359375], [0.0, 1.225976586341858, 223.3582000732422, 560.63818359375], [15.271191596984863, 0.4950195252895355, 913.3077392578125, 664.912109375]]","[[0.006955003831535578, 0.0007497017078987827, 0.5834112763404846, 0.9780025174089115], [0.4674733281135559, 0.00020090515743093168, 0.9916213154792786, 0.833394099612243], [0.0, 0.0018002593044667517, 0.21812324225902557, 0.8232572446310573], [0.01491327304393053, 0.0007269009181931506, 0.8919020891189575, 0.9763760783773862]]","[[0.0, 0.0, 905.641984, 652.403448]]",<class 'list'>,"[[0.0, 0.0, 0.884416, 0.9580080000000001]]","[[0.8291717210615015, 0.6683932478458248, 0.601338353920036, 0.978686301464284]]",[0.978686301464284],1,0.978686301464284
74,0a62d2598cc8fabd.jpg,/Zebra/0a62d2598cc8fabd.jpg,1024,685,"[[76.13984680175781, 0.09951172024011612, 587.1476440429688, 1024.0]]","[[0.11115306102446396, 9.71794142969884e-05, 0.8571498453182026, 1.0]]","[[0.0, 0.0, 679.000085, 1002.0003839999999]]",<class 'list'>,"[[0.0, 0.0, 0.991241, 0.9785159999999999]]",[[0.8685259623358261]],[0.8685259623358261],1,0.8685259623358261
