name,image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
00134.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00134.jpg,407,550,"[[26.42780113220215, 67.6038818359375, 407.1024475097656, 360.4107971191406]]","[[0.048050547513094816, 0.1661029037738022, 0.7401862681995739, 0.8855302140519425]]","[['28', '56', '539', '349']]",<class 'list'>,"[[0.05090909090909091, 0.1375921375921376, 0.98, 0.8574938574938575]]",[[0.8478112311788878]],[0.8478112311788878],1,0.8478112311788878
00054.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00054.jpg,500,640,"[[201.35723876953125, 77.01530456542969, 640.0, 440.62469482421875], [143.80921936035156, 33.792236328125, 468.904296875, 419.31207275390625]]","[[0.3146206855773926, 0.15403060913085936, 1.0, 0.8812493896484375], [0.2247019052505493, 0.06758447265625, 0.7326629638671875, 0.8386241455078125]]","[['145', '22', '640', '449']]",<class 'list'>,"[[0.2265625, 0.044, 1.0, 0.898]]","[[0.8853589736522074, 0.8104413340644393]]",[0.8853589736522074],1,0.8853589736522074
00040.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00040.jpg,366,650,"[[235.8592987060547, 73.16184997558594, 305.31878662109375, 276.0804748535156], [4.161217212677002, 59.39118957519531, 57.413604736328125, 195.5971221923828], [166.3893585205078, 68.69583892822266, 208.00209045410156, 216.70816040039062], [105.01596069335938, 78.44134521484375, 155.7035369873047, 207.04026794433594], [462.2455139160156, 140.98477172851562, 523.2507934570312, 201.29122924804688], [93.06044006347656, 78.8303451538086, 113.87557220458984, 149.89862060546875], [305.0102233886719, 83.06721496582031, 320.8912048339844, 124.47029876708984], [212.27450561523438, 89.85468292236328, 222.55104064941406, 115.67507934570312], [104.47262573242188, 78.83413696289062, 140.46331787109375, 208.6246337890625], [614.1997680664062, 93.9657211303711, 625.945068359375, 123.5244140625], [291.013427734375, 89.5482406616211, 305.2264099121094, 119.1966323852539], [0.0, 85.5160903930664, 21.18923568725586, 132.66876220703125], [578.9822998046875, 94.47613525390625, 589.1415405273438, 124.35010528564453]]","[[0.36286045954777646, 0.1998957649606173, 0.4697212101862981, 0.7543182373046875], [0.006401872634887696, 0.1622710097682932, 0.08832862267127403, 0.5344183666458546], [0.2559836284930889, 0.18769354898421492, 0.3200032160832332, 0.5920987989081711], [0.16156301645132212, 0.21432061534110314, 0.23954390305739182, 0.5656837921976392], [0.7111469444861779, 0.38520429434020664, 0.805001220703125, 0.5499760361968494], [0.14316990778996394, 0.21538345670439507, 0.1751931880070613, 0.40955907269253755], [0.46924649752103365, 0.22695960373174948, 0.4936787766676683, 0.3400827835166389], [0.32657616248497595, 0.24550459814853356, 0.3423862163837139, 0.3160521293598446], [0.16072711651141827, 0.21539381683849898, 0.216097412109375, 0.5700126606258539], [0.9449227201021635, 0.256736942979156, 0.9629924128605769, 0.3374983990778688], [0.4477129657451923, 0.24466732421207948, 0.46957909217247595, 0.32567385897610357], [0.0, 0.233650520199635, 0.032598824134239784, 0.36248295684981213], [0.8907419996995193, 0.2581315170871755, 0.9063716008112981, 0.33975438602635116]]","[['456', '132', '526', '203']]",<class 'list'>,"[[0.7015384615384616, 0.36065573770491804, 0.8092307692307692, 0.5546448087431693]]","[[0.43144166597636924, 0.19293398804097056, 0.35528456641569045, 0.3006034539518711, 0.9633426836982404, 0.24138805562554622, 0.4598823313961392, 0.34056614935056617, 0.28738527240187794, 0.5348467063857881, 0.43959316310564855, 0.15379522193702116, 0.590935365998499]]",[0.9633426836982404],1,0.9633426836982404
00097.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00097.jpg,683,1024,"[[31.1187744140625, 399.04473876953125, 61.042335510253906, 427.2490234375], [77.65214538574219, 193.5859375, 858.81640625, 579.5924682617188], [92.96818542480469, 195.25222778320312, 845.6613159179688, 576.9395751953125]]","[[0.03038942813873291, 0.5842529118148334, 0.05961165577173233, 0.6255476185029283], [0.07583217322826385, 0.2834347547584187, 0.8386878967285156, 0.8485980501635706], [0.09078924357891083, 0.28587441842343064, 0.8258411288261414, 0.8447138729067533]]","[['90', '190', '861', '582']]",<class 'list'>,"[[0.087890625, 0.2781844802342606, 0.8408203125, 0.8521229868228404]]","[[0.35895399711953346, 0.9864668761545199, 0.9803058606050833]]",[0.9864668761545199],1,0.9864668761545199
00083.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00083.jpg,667,1000,[],[],"[['218', '179', '959', '548']]",<class 'list'>,"[[0.218, 0.2683658170914543, 0.959, 0.8215892053973014]]",[[]],[0],1,0.0
00096.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00096.jpg,627,940,"[[416.4249572753906, 157.05592346191406, 781.3611450195312, 480.8614807128906], [419.0903015136719, 157.47044372558594, 771.2977294921875, 479.7529296875], [76.30741119384766, 2.163613796234131, 940.0, 477.8688659667969]]","[[0.4430052736972241, 0.25048791620719946, 0.8312352606590758, 0.7669242116633024], [0.4458407462911403, 0.251149033055161, 0.8205294994597739, 0.765156187699362], [0.08117809701473155, 0.0034507397069124895, 1.0, 0.7621513013824511]]","[['407', '147', '783', '476']]",<class 'list'>,"[[0.4329787234042553, 0.23444976076555024, 0.8329787234042553, 0.759170653907496]]","[[0.976239863574209, 0.967437038608379, 0.6325455686937765]]",[0.976239863574209],1,0.976239863574209
00041.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00041.jpg,642,962,"[[318.61663818359375, 119.39631652832031, 950.89794921875, 461.2836608886719], [56.96056365966797, 281.22259521484375, 355.2872619628906, 496.81884765625], [57.900245666503906, 280.4693908691406, 356.0717468261719, 496.1636047363281], [58.311954498291016, 280.13446044921875, 355.7836608886719, 497.1164245605469]]","[[0.3312023265941723, 0.18597557091638678, 0.9884594066722973, 0.7185103752159998], [0.05921056513478999, 0.43804142556829245, 0.3693214781319029, 0.7738611334209502], [0.06018736555769637, 0.43686821007654303, 0.3701369509627566, 0.7728405058198258], [0.06061533731631083, 0.43634651160314447, 0.36983748533125976, 0.7743246488482038]]","[['319', '118', '962', '456']]",<class 'list'>,"[[0.3316008316008316, 0.1838006230529595, 1.0, 0.7102803738317757]]","[[0.9861513475917698, 0.4435326728973986, 0.44462985353950485, 0.44446050570104234]]",[0.9861513475917698],1,0.9861513475917698
00055.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00055.jpg,339,509,"[[170.70443725585938, 26.981447219848633, 336.531982421875, 335.4602355957031], [452.5528564453125, 153.66827392578125, 508.9922790527344, 220.1130828857422]]","[[0.33537217535532293, 0.07959128973406676, 0.6611630302983792, 0.9895582170964694], [0.8891018790674116, 0.4532987431438975, 0.9999848311448613, 0.6493011294564667]]","[['156', '19', '341', '339']]",<class 'list'>,"[[0.30648330058939094, 0.05604719764011799, 0.6699410609037328, 1.0]]","[[0.955374095994595, 0.3066715220424841]]",[0.955374095994595],1,0.955374095994595
00069.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00069.jpg,441,650,"[[228.8678436279297, 176.00418090820312, 601.257568359375, 421.7320556640625], [36.4277458190918, 53.672943115234375, 288.5786437988281, 322.2468566894531], [218.0394744873047, 232.2271728515625, 424.2596435546875, 399.51495361328125]]","[[0.3521043748121995, 0.3991024510390094, 0.9250116436298077, 0.9563085162450397], [0.05604268587552584, 0.12170735400279904, 0.4439671443058894, 0.7307184958944515], [0.33544534536508414, 0.5265922286883503, 0.6527071439302885, 0.9059296000301162]]","[['1', '54', '306', '325']]",<class 'list'>,"[[0.0015384615384615385, 0.12244897959183673, 0.4707692307692308, 0.7369614512471655]]","[[0.45013489873061024, 0.9405996828194876, 0.4881777213416714]]",[0.9405996828194876],1,0.9405996828194876
00121.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00121.jpg,445,640,[],[],"[['12', '117', '580', '363']]",<class 'list'>,"[[0.01875, 0.26292134831460673, 0.90625, 0.8157303370786517]]",[[]],[0],1,0.0
00109.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00109.jpg,399,600,"[[94.6081314086914, 88.40447235107422, 485.2698669433594, 373.1754455566406]]","[[0.15768021901448567, 0.22156509361171484, 0.8087831115722657, 0.9352768059063675]]","[['100', '86', '482', '379']]",<class 'list'>,"[[0.16666666666666666, 0.21553884711779447, 0.8033333333333333, 0.949874686716792]]",[[0.9795707817667577]],[0.9795707817667577],1,0.9795707817667577
00137.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00137.jpg,750,1000,"[[640.1499633789062, 452.0382080078125, 880.853759765625, 636.8333740234375], [236.12258911132812, 289.89581298828125, 582.0548095703125, 509.1921081542969], [0.0, 356.7878723144531, 132.28598022460938, 498.35205078125]]","[[0.6401499633789063, 0.6027176106770833, 0.880853759765625, 0.8491111653645833], [0.23612258911132813, 0.38652775065104167, 0.5820548095703125, 0.6789228108723958], [0.0, 0.4757171630859375, 0.13228598022460938, 0.6644694010416666]]","[['236', '297', '580', '533'], ['624', '444', '966', '651'], ['1', '346', '146', '503']]",<class 'list'>,"[[0.236, 0.396, 0.58, 0.7106666666666667], [0.624, 0.592, 0.966, 0.868], [0.001, 0.4613333333333333, 0.146, 0.6706666666666666]]","[[0.4583190153216967, 0.9673420441442667, 0.5203829384432346], [0.9030672971449986, 0.4319916396739836, 0.21689645503210195], [0.2259521058893565, 0.5436977163610496, 0.9703749142349839]]","[0.9673420441442667, 0.9030672971449986, 0.9703749142349839]",3,0.9469280851747497
00123.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00123.jpg,640,960,"[[461.43255615234375, 128.14593505859375, 541.4887084960938, 369.2362365722656], [354.82061767578125, 158.46884155273438, 431.73828125, 358.73980712890625], [144.82115173339844, 116.09983825683594, 232.2311553955078, 370.0591735839844], [259.1887512207031, 124.21431732177734, 338.5719299316406, 382.66180419921875], [63.5938720703125, 152.381103515625, 138.4331512451172, 352.6529235839844], [563.0424194335938, 303.04864501953125, 904.3126831054688, 467.31988525390625], [204.14483642578125, 168.09629821777344, 267.4892578125, 351.04486083984375], [0.0, 198.94033813476562, 29.57208824157715, 323.35693359375], [122.57936096191406, 424.04095458984375, 451.2528991699219, 566.4406127929688], [526.0021362304688, 232.8431854248047, 582.3561401367188, 306.3001403808594], [226.44190979003906, 171.73597717285156, 257.0245361328125, 229.22410583496094]]","[[0.48065891265869143, 0.20022802352905272, 0.5640507380167643, 0.5769316196441651], [0.3696048100789388, 0.24760756492614747, 0.4497273763020833, 0.5605309486389161], [0.15085536638895672, 0.18140599727630616, 0.2419074535369873, 0.5782174587249755], [0.26998828252156576, 0.1940848708152771, 0.3526790936787923, 0.5979090690612793], [0.06624361673990885, 0.23809547424316407, 0.14420119921366373, 0.5510201930999756], [0.5865025202433268, 0.4735135078430176, 0.9419923782348633, 0.7301873207092285], [0.21265087127685547, 0.262650465965271, 0.2786346435546875, 0.5485075950622559], [0.0, 0.31084427833557127, 0.030804258584976197, 0.5052452087402344], [0.12768683433532715, 0.6625639915466308, 0.47005510330200195, 0.8850634574890137], [0.5479188919067383, 0.36381747722625735, 0.606620979309082, 0.4785939693450928], [0.23587698936462403, 0.26833746433258054, 0.267733891805013, 0.3581626653671265]]","[['562', '295', '914', '470']]",<class 'list'>,"[[0.5854166666666667, 0.4609375, 0.9520833333333333, 0.734375]]","[[0.5104162028802451, 0.43041242723422746, 0.28981443267795265, 0.36532078786019984, 0.2391975144674029, 0.9787653831021726, 0.3198459885941716, 0.18557091085124447, 0.3896712657266773, 0.5523892958756421, 0.2717573677270557]]",[0.9787653831021726],1,0.9787653831021726
00043.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00043.jpg,397,642,"[[32.12491989135742, 11.33917236328125, 462.4701232910156, 391.6291198730469]]","[[0.05003881603015175, 0.028562147010784005, 0.7203584474937939, 0.9864713346928133]]","[['25', '4', '469', '391']]",<class 'list'>,"[[0.03894080996884735, 0.010075566750629723, 0.7305295950155763, 0.9848866498740554]]",[[0.9774085772083861]],[0.9774085772083861],1,0.9774085772083861
00080.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00080.jpg,663,723,"[[282.3594055175781, 154.12583923339844, 495.7769775390625, 638.8855590820312]]","[[0.39053859684312325, 0.2324673291604803, 0.6857219606349412, 0.9636282942413744]]","[['254', '160', '629', '642']]",<class 'list'>,"[[0.35131396957123096, 0.24132730015082957, 0.8699861687413555, 0.9683257918552036]]",[[0.8468145002649529]],[0.8468145002649529],1,0.8468145002649529
00094.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00094.jpg,400,600,"[[165.095458984375, 17.21714210510254, 364.9909362792969, 376.99346923828125], [165.31515502929688, 16.755258560180664, 364.82171630859375, 376.57965087890625]]","[[0.2751590983072917, 0.04304285526275635, 0.6083182271321614, 0.9424836730957031], [0.27552525838216146, 0.04188814640045166, 0.6080361938476563, 0.9414491271972656]]","[['163', '19', '381', '378']]",<class 'list'>,"[[0.27166666666666667, 0.0475, 0.635, 0.945]]","[[0.9743325445161944, 0.9727509808615274]]",[0.9743325445161944],1,0.9743325445161944
00095.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00095.jpg,380,626,"[[56.82551574707031, 119.0177993774414, 314.4630432128906, 208.65213012695312], [430.66607666015625, 148.20480346679688, 592.80126953125, 335.5165710449219], [431.9008483886719, 148.07716369628906, 592.9080810546875, 335.8078918457031]]","[[0.0907755842604957, 0.31320473520379316, 0.5023371297330521, 0.5490845529656662], [0.6879649786903455, 0.390012640702097, 0.9469668842352237, 0.8829383448550575], [0.6899374574898912, 0.3896767465691817, 0.9471375096720248, 0.883704978541324]]","[['358', '151', '598', '340']]",<class 'list'>,"[[0.5718849840255591, 0.3973684210526316, 0.9552715654952076, 0.8947368421052632]]","[[0.39048206529699814, 0.8988970417804042, 0.8978972649172431]]",[0.8988970417804042],1,0.8988970417804042
00081.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00081.jpg,532,800,[],[],"[['353', '95', '515', '337']]",<class 'list'>,"[[0.44125, 0.17857142857142858, 0.64375, 0.6334586466165414]]",[[]],[0],1,0.0
00056.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00056.jpg,300,400,"[[220.66989135742188, 6.0874176025390625, 316.6628723144531, 249.02926635742188], [4.179954528808594, 118.42330932617188, 249.92813110351562, 248.23638916015625]]","[[0.5516747283935547, 0.02029139200846354, 0.7916571807861328, 0.8300975545247395], [0.010449886322021484, 0.3947443644205729, 0.624820327758789, 0.8274546305338542]]","[['222', '3', '345', '256'], ['1', '118', '259', '250']]",<class 'list'>,"[[0.555, 0.01, 0.8625, 0.8533333333333334], [0.0025, 0.3933333333333333, 0.6475, 0.8333333333333334]]","[[0.9263023008447857, 0.4804322259463735], [0.5181669043336861, 0.9764121516195065]]","[0.9263023008447857, 0.9764121516195065]",2,0.9513572262321461
00042.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00042.jpg,800,600,"[[264.9534606933594, 432.97760009765625, 560.1415405273438, 766.5816650390625], [137.14012145996094, 201.42723083496094, 310.02410888671875, 680.431640625], [130.66436767578125, 250.9161376953125, 265.8503723144531, 424.47515869140625], [112.90279388427734, 255.8822021484375, 213.02813720703125, 396.70111083984375], [132.21961975097656, 253.23049926757812, 268.8914794921875, 438.24713134765625], [132.18673706054688, 256.8572082519531, 227.58399963378906, 421.3896789550781]]","[[0.44158910115559896, 0.5412220001220703, 0.9335692342122396, 0.9582270812988282], [0.2285668690999349, 0.2517840385437012, 0.5167068481445313, 0.85053955078125], [0.21777394612630208, 0.3136451721191406, 0.4430839538574219, 0.5305939483642578], [0.18817132314046223, 0.31985275268554686, 0.35504689534505207, 0.4958763885498047], [0.22036603291829426, 0.3165381240844727, 0.4481524658203125, 0.5478089141845703], [0.2203112284342448, 0.3210715103149414, 0.3793066660563151, 0.5267370986938477]]","[['246', '429', '572', '769']]",<class 'list'>,"[[0.41, 0.53625, 0.9533333333333334, 0.96125]]","[[0.961302002753682, 0.5187096462635576, 0.38572414807011685, 0.340344247431717, 0.39467020916555473, 0.36414814421648883]]",[0.961302002753682],1,0.961302002753682
00122.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00122.jpg,315,450,"[[82.43187713623047, 55.505760192871094, 311.0746154785156, 197.41217041015625]]","[[0.18318194919162326, 0.1762087625170511, 0.6912769232855903, 0.626705302889385]]","[['73', '54', '311', '227'], ['182', '89', '445', '202']]",<class 'list'>,"[[0.1622222222222222, 0.17142857142857143, 0.6911111111111111, 0.7206349206349206], [0.40444444444444444, 0.28253968253968254, 0.9888888888888889, 0.6412698412698413]]","[[0.9233542396726468], [0.6625733465018789]]","[0.9233542396726468, 0.6625733465018789]",2,0.7929637930872628
00136.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00136.jpg,351,624,"[[515.8204345703125, 9.096855163574219, 571.411376953125, 132.8402557373047], [499.4349060058594, 17.639501571655273, 531.2369995117188, 100.25804138183594], [375.3582458496094, 28.126880645751953, 433.1204528808594, 138.14646911621094], [49.32860565185547, 102.82057189941406, 326.29541015625, 324.4917297363281], [421.7259216308594, 24.263774871826172, 464.6886901855469, 104.32457733154297], [500.9302673339844, 18.3516788482666, 531.6875, 76.70275115966797], [362.0193176269531, 34.06013107299805, 437.3714294433594, 129.15000915527344]]","[[0.8266353118113983, 0.02591696627798923, 0.9157233605018029, 0.37846226705784813], [0.800376451932467, 0.050254990232636104, 0.8513413453713442, 0.28563544553229614], [0.601535650400015, 0.0801335630933104, 0.694103289873172, 0.3935796840917691], [0.07905225264720428, 0.2929361022775329, 0.5229093111478366, 0.9244778624966613], [0.6758428231263772, 0.06912756373739651, 0.7446934137588892, 0.297221018038584], [0.8027728643172827, 0.05228398532269687, 0.8520633012820513, 0.21852635658025063], [0.580159162863707, 0.0970374104643819, 0.7009157523130759, 0.3679487440321181]]","[['21', '98', '340', '331']]",<class 'list'>,"[[0.03365384615384615, 0.2792022792022792, 0.5448717948717948, 0.9430199430199431]]","[[0.24688945412099048, 0.24458872949055968, 0.36272067810463915, 0.9368920653774683, 0.3006736964381777, 0.2292208782330814, 0.3636306524967412]]",[0.9368920653774683],1,0.9368920653774683
00151.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00151.jpg,413,640,"[[210.21498107910156, 80.86138916015625, 370.5433349609375, 369.912353515625]]","[[0.32846090793609617, 0.19579028852338076, 0.5789739608764648, 0.8956715581492131]]","[['179', '83', '391', '372']]",<class 'list'>,"[[0.2796875, 0.2009685230024213, 0.6109375, 0.9007263922518159]]",[[0.933886531553337]],[0.933886531553337],1,0.933886531553337
00145.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00145.jpg,333,400,"[[0.0, 2.867722511291504, 248.39877319335938, 316.02178955078125], [221.17808532714844, 58.68433380126953, 400.0, 314.1604309082031]]","[[0.0, 0.0086117793131877, 0.6209969329833984, 0.9490143830353791], [0.552945213317871, 0.17622923063444304, 1.0, 0.9434247174420515]]","[['210', '55', '400', '308']]",<class 'list'>,"[[0.525, 0.16516516516516516, 1.0, 0.924924924924925]]","[[0.5059073392486249, 0.9649340954934691]]",[0.9649340954934691],1,0.9649340954934691
00179.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00179.jpg,413,550,"[[134.0801544189453, 47.81111526489258, 335.63397216796875, 356.4209289550781]]","[[0.24378209894353695, 0.11576541226366242, 0.6102435857599432, 0.8630046705934095]]","[['121', '45', '344', '366']]",<class 'list'>,"[[0.22, 0.1089588377723971, 0.6254545454545455, 0.8861985472154964]]",[[0.9558438766193155]],[0.9558438766193155],1,0.9558438766193155
00025.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00025.jpg,447,640,"[[3.5430908203125, 91.78663635253906, 604.0157470703125, 381.1842041015625], [18.32513427734375, 58.8427734375, 553.6773071289062, 338.5692138671875]]","[[0.005536079406738281, 0.20533923121373393, 0.9437746047973633, 0.8527610830012584], [0.02863302230834961, 0.13163931417785235, 0.865120792388916, 0.7574255343784956]]","[['22', '49', '640', '363']]",<class 'list'>,"[[0.034375, 0.10961968680089486, 1.0, 0.8120805369127517]]","[[0.8837206367759969, 0.8869596159377353]]",[0.8869596159377353],1,0.8869596159377353
00031.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00031.jpg,336,448,"[[281.25518798828125, 277.8843994140625, 407.15008544921875, 321.72882080078125], [2.057574510574341, 18.88628578186035, 257.2163391113281, 318.25115966796875], [1.8688384294509888, 18.573530197143555, 257.5090026855469, 319.384521484375], [219.681640625, 68.14393615722656, 402.7384033203125, 288.9879455566406]]","[[0.6278017589024135, 0.8270369030180431, 0.9088171550205776, 0.9575262523832775], [0.004592800246817725, 0.05620918387458438, 0.574143614087786, 0.9471760704403832], [0.0041715143514530996, 0.05527836368197486, 0.5747968809945243, 0.9505491710844494], [0.49036080496651785, 0.20280933380126953, 0.8989696502685547, 0.8600831712995257]]","[['1', '17', '260', '326'], ['192', '75', '426', '283']]",<class 'list'>,"[[0.002232142857142857, 0.050595238095238096, 0.5803571428571429, 0.9702380952380952], [0.42857142857142855, 0.22321428571428573, 0.9508928571428571, 0.8422619047619048]]","[[0.3166511863699361, 0.979709833651239, 0.9826119546713039, 0.5077836714695592], [0.4978317411277457, 0.5183804265140325, 0.5175572776301145, 0.9055205391616614]]","[0.9826119546713039, 0.9055205391616614]",2,0.9440662469164827
00019.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00019.jpg,464,640,"[[187.99365234375, 85.8736572265625, 270.467529296875, 338.72967529296875]]","[[0.29374008178710936, 0.18507253712621227, 0.4226055145263672, 0.7300208519245016]]","[['174', '74', '285', '358'], ['374', '159', '598', '396']]",<class 'list'>,"[[0.271875, 0.15948275862068967, 0.4453125, 0.771551724137931], [0.584375, 0.3426724137931034, 0.934375, 0.853448275862069]]","[[0.9219609977954812], [0.4437485528259086]]","[0.9219609977954812, 0.4437485528259086]",2,0.6828547753106949
00018.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00018.jpg,360,480,"[[238.94737243652344, 18.923503875732422, 476.3800354003906, 351.86041259765625], [16.046951293945312, 79.78385925292969, 326.1953430175781, 355.51263427734375], [19.603317260742188, 80.39447021484375, 340.2751770019531, 355.4021301269531]]","[[0.49780702590942383, 0.05256528854370117, 0.9924584070841471, 0.9773900349934895], [0.03343114852905273, 0.22162183125813803, 0.6795736312866211, 0.9875350952148437], [0.04084024429321289, 0.22331797281901042, 0.708906618754069, 0.9872281392415364]]","[['221', '1', '478', '281']]",<class 'list'>,"[[0.46041666666666664, 0.002777777777777778, 0.9958333333333333, 0.7805555555555556]]","[[0.8541301172526837, 0.508723290926369, 0.5215461623304123]]",[0.8541301172526837],1,0.8541301172526837
00030.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00030.jpg,470,300,"[[39.39202880859375, 29.185894012451172, 220.80618286132812, 428.7759704589844]]","[[0.1313067626953125, 0.06209764683500249, 0.7360206095377604, 0.912289298848903]]","[['32', '21', '236', '434']]",<class 'list'>,"[[0.10666666666666667, 0.04468085106382979, 0.7866666666666666, 0.9234042553191489]]",[[0.9406806050467392]],[0.9406806050467392],1,0.9406806050467392
00024.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00024.jpg,485,640,"[[236.62002563476562, 253.30950927734375, 496.3476257324219, 420.765380859375], [93.10537719726562, 71.48199462890625, 276.0869140625, 366.51971435546875]]","[[0.3697187900543213, 0.5222876479945232, 0.7755431652069091, 0.8675574863079897], [0.14547715187072754, 0.14738555593588917, 0.43138580322265624, 0.7557107512483892]]","[['248', '260', '516', '428'], ['91', '69', '270', '370']]",<class 'list'>,"[[0.3875, 0.5360824742268041, 0.80625, 0.8824742268041237], [0.1421875, 0.1422680412371134, 0.421875, 0.7628865979381443]]","[[0.9461839384848441, 0.4706316252657091], [0.4907536521132783, 0.9826157035272162]]","[0.9461839384848441, 0.9826157035272162]",2,0.9643998210060301
00178.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00178.jpg,680,1024,"[[0.0, 270.07244873046875, 435.1689453125, 557.5626831054688], [445.4716796875, 213.23623657226562, 877.7488403320312, 674.2918090820312], [453.97918701171875, 214.48251342773438, 891.9630737304688, 677.4304809570312]]","[[0.0, 0.3971653657801011, 0.4249696731567383, 0.8199451222139247], [0.4350309371948242, 0.3135827008415671, 0.8571766018867493, 0.9916056015912225], [0.4433390498161316, 0.31541546092313877, 0.8710576891899109, 0.9962212955250459]]","[['361', '130', '640', '508'], ['461', '214', '907', '680'], ['1', '283', '480', '552']]",<class 'list'>,"[[0.3525390625, 0.19117647058823528, 0.625, 0.7470588235294118], [0.4501953125, 0.31470588235294117, 0.8857421875, 1.0], [0.0009765625, 0.4161764705882353, 0.46875, 0.8117647058823529]]","[[0.5655942673056076, 0.6411787939359286, 0.6294057889822983], [0.45325436512599765, 0.9644454754675087, 0.982455065242884], [0.9515401282293202, 0.4821429911526871, 0.4743176997449225]]","[0.6411787939359286, 0.982455065242884, 0.9515401282293202]",3,0.8583913291360442
00144.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00144.jpg,600,800,"[[162.09754943847656, 75.53813934326172, 595.1315307617188, 531.9136962890625]]","[[0.2026219367980957, 0.1258968989054362, 0.7439144134521485, 0.8865228271484376]]","[['131', '72', '598', '522']]",<class 'list'>,"[[0.16375, 0.12, 0.7475, 0.87]]",[[0.9610815545374269]],[0.9610815545374269],1,0.9610815545374269
00150.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00150.jpg,600,450,[],[],"[['122', '18', '343', '565']]",<class 'list'>,"[[0.27111111111111114, 0.03, 0.7622222222222222, 0.9416666666666667]]",[[]],[0],1,0.0
00146.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00146.jpg,431,580,"[[79.74817657470703, 124.0697021484375, 379.86029052734375, 408.1368713378906], [354.3271484375, 74.25056457519531, 525.4183959960938, 396.2791748046875]]","[[0.137496856163288, 0.28786473816342806, 0.654931535391972, 0.9469532977677276], [0.6109088766163793, 0.17227509182179887, 0.9058937862001616, 0.9194412408461426]]","[['316', '72', '535', '407']]",<class 'list'>,"[[0.5448275862068965, 0.16705336426914152, 0.9224137931034483, 0.9443155452436195]]","[[0.5880392049142702, 0.9241205526238464]]",[0.9241205526238464],1,0.9241205526238464
